#Label,X/Easting,Y/Northing,Z/Altitude,X_est,Y_est,Z_est
TIN - KhorramAbad - 14020519 -000684.JPG,240588.1645,3707432.41,1436.144,240588.3663,3707436.481,1431.18912
TIN - KhorramAbad - 14020519 -000685.JPG,240588.6458,3707452.515,1436.144,240588.7894,3707453.156,1431.171873
TIN - KhorramAbad - 14020519 -000686.JPG,240588.9675,3707465.916,1436.144,240589.2255,3707470.076,1431.014428
TIN - KhorramAbad - 14020519 -000687.JPG,240589.6837,3707486.685,1436.144,240589.7588,3707486.731,1430.96563
TIN - KhorramAbad - 14020519 -000688.JPG,240589.9946,3707500.068,1436.144,240590.1445,3707503.667,1430.880488
TIN - KhorramAbad - 14020519 -000689.JPG,240590.5177,3707520.191,1436.144,240590.5495,3707520.406,1430.752082
TIN - KhorramAbad - 14020519 -000690.JPG,240590.8936,3707533.59,1436.244,240590.9939,3707537.126,1430.59717
TIN - KhorramAbad - 14020519 -000691.JPG,240591.4116,3707553.714,1436.144,240591.4129,3707553.889,1430.376917
TIN - KhorramAbad - 14020519 -000692.JPG,240591.8589,3707567.848,1436.244,240591.9074,3707570.875,1430.277206
TIN - KhorramAbad - 14020519 -000693.JPG,240592.412,3707588.698,1436.144,240592.3439,3707587.708,1430.156497
TIN - KhorramAbad - 14020519 -000694.JPG,240592.8076,3707602.063,1436.144,240592.8228,3707604.573,1430.076023
TIN - KhorramAbad - 14020519 -000695.JPG,240593.3149,3707621.981,1436.144,240593.2157,3707621.124,1429.911526
TIN - KhorramAbad - 14020519 -000696.JPG,240593.746,3707635.415,1436.144,240593.744,3707638.104,1429.778252
TIN - KhorramAbad - 14020519 -000697.JPG,240593.8605,3707651.393,1436.044,240593.526,3707650.524,1429.85983
TIN - KhorramAbad - 14020519 -000698.JPG,240564.1721,3707651.612,1435.944,240562.5668,3707648.974,1430.969053
TIN - KhorramAbad - 14020519 -000699.JPG,240563.736,3707635.976,1436.244,240563.5605,3707632.802,1430.78043
TIN - KhorramAbad - 14020519 -000700.JPG,240563.8333,3707616.348,1436.244,240563.5183,3707614.761,1430.456652
TIN - KhorramAbad - 14020519 -000701.JPG,240563.5415,3707602.715,1436.144,240563.1202,3707597.601,1430.145317
TIN - KhorramAbad - 14020519 -000702.JPG,240562.9876,3707581.929,1436.144,240562.6477,3707580.915,1429.923971
TIN - KhorramAbad - 14020519 -000703.JPG,240562.5718,3707568.491,1436.244,240562.1383,3707564.182,1429.742074
TIN - KhorramAbad - 14020519 -000704.JPG,240562.2904,3707554.476,1436.244,240561.7712,3707547.204,1429.580257
TIN - KhorramAbad - 14020519 -000705.JPG,240561.8845,3707534.294,1436.044,240561.4219,3707530.355,1429.51477
TIN - KhorramAbad - 14020519 -000706.JPG,240561.6259,3707520.934,1436.044,240561.03,3707513.537,1429.528648
TIN - KhorramAbad - 14020519 -000707.JPG,240560.9197,3707500.924,1436.044,240560.4204,3707497.026,1429.482227
TIN - KhorramAbad - 14020519 -000708.JPG,240560.408,3707474.023,1435.944,240559.884,3707467.979,1429.656287
TIN - KhorramAbad - 14020519 -000709.JPG,240560.2705,3707467.277,1435.944,240559.6812,3707462.682,1429.683739
TIN - KhorramAbad - 14020519 -000710.JPG,240559.6672,3707453.878,1436.044,240559.0189,3707446.563,1429.709584
TIN - KhorramAbad - 14020519 -000711.JPG,240559.1717,3707433.729,1436.044,240558.6476,3707429.723,1429.683511
TIN - KhorramAbad - 14020519 -000712.JPG,240558.7794,3707420.392,1436.044,240558.1526,3707412.78,1429.673254
TIN - KhorramAbad - 14020519 -000713.JPG,240558.3931,3707400.268,1436.044,240557.8428,3707396.157,1429.749014
TIN - KhorramAbad - 14020519 -000714.JPG,240558.1292,3707386.902,1436.044,240557.4607,3707379.336,1429.816058
TIN - KhorramAbad - 14020519 -000715.JPG,240557.5266,3707366.707,1435.944,240556.9268,3707362.42,1429.903747
TIN - KhorramAbad - 14020519 -000716.JPG,240557.1319,3707353.284,1436.044,240556.4187,3707345.91,1429.999341
TIN - KhorramAbad - 14020519 -000717.JPG,240556.5369,3707333.181,1436.044,240555.9671,3707328.942,1430.06237
TIN - KhorramAbad - 14020519 -000718.JPG,240556.1373,3707319.763,1436.044,240555.435,3707311.901,1430.079728
TIN - KhorramAbad - 14020519 -000719.JPG,240555.7566,3707299.559,1435.944,240555.1571,3707295.211,1430.215724
TIN - KhorramAbad - 14020519 -000720.JPG,240555.331,3707286.235,1435.944,240554.6099,3707278.305,1430.349331
TIN - KhorramAbad - 14020519 -000721.JPG,240554.7283,3707266.132,1436.044,240554.1475,3707261.678,1430.434299
TIN - KhorramAbad - 14020519 -000722.JPG,240554.4056,3707252.115,1436.044,240553.7073,3707245.006,1430.484988
TIN - KhorramAbad - 14020519 -000723.JPG,240553.8646,3707232.001,1436.044,240553.2608,3707228.243,1430.603984
TIN - KhorramAbad - 14020519 -000724.JPG,240553.4726,3707218.581,1435.944,240552.7647,3707211.222,1430.663709
TIN - KhorramAbad - 14020519 -000725.JPG,240552.7951,3707198.483,1436.044,240552.1829,3707194.562,1430.555549
TIN - KhorramAbad - 14020519 -000726.JPG,240552.4008,3707185.072,1436.044,240551.7162,3707177.774,1430.41851
TIN - KhorramAbad - 14020519 -000727.JPG,240551.9158,3707165.025,1436.144,240551.317,3707161.113,1430.348527
TIN - KhorramAbad - 14020519 -000728.JPG,240551.5985,3707151.593,1436.144,240550.9029,3707144.3,1430.267139
TIN - KhorramAbad - 14020519 -000729.JPG,240551.0296,3707131.308,1436.044,240550.4224,3707127.39,1430.226344
TIN - KhorramAbad - 14020519 -000730.JPG,240550.7201,3707117.879,1436.044,240550.0229,3707110.489,1430.181227
TIN - KhorramAbad - 14020519 -000731.JPG,240550.185,3707097.888,1436.044,240549.5555,3707093.627,1430.082734
TIN - KhorramAbad - 14020519 -000732.JPG,240549.872,3707084.425,1435.944,240549.1642,3707076.9,1430.261151
TIN - KhorramAbad - 14020519 -000733.JPG,240549.1077,3707050.915,1435.844,240548.4906,3707047.963,1430.691174
TIN - KhorramAbad - 14020519 -000734.JPG,240549.1077,3707050.915,1435.844,240548.3608,3707042.708,1430.780189
TIN - KhorramAbad - 14020519 -000735.JPG,240548.4441,3707030.758,1435.844,240547.798,3707026.602,1431.082132
TIN - KhorramAbad - 14020519 -000736.JPG,240548.0258,3707017.61,1435.944,240547.2227,3707009.886,1431.191082
TIN - KhorramAbad - 14020519 -000737.JPG,240547.3509,3706997.318,1435.944,240546.6897,3706992.799,1431.298773
TIN - KhorramAbad - 14020519 -000738.JPG,240546.8206,3706983.944,1436.044,240546.0056,3706976.231,1431.081728
TIN - KhorramAbad - 14020519 -000739.JPG,240546.3092,3706964.064,1436.144,240545.6654,3706959.277,1430.968312
TIN - KhorramAbad - 14020519 -000740.JPG,240546.0068,3706956.182,1435.944,240545.4117,3706952.568,1431.12168
TIN - KhorramAbad - 14020519 -000741.JPG,240515.8632,3706964.439,1436.044,240513.99,3706962.42,1431.402833
TIN - KhorramAbad - 14020519 -000742.JPG,240517.4214,3706979.043,1436.144,240517.2882,3706978.247,1430.980967
TIN - KhorramAbad - 14020519 -000743.JPG,240519.073,3706999.423,1435.944,240518.5397,3706996.362,1430.968504
TIN - KhorramAbad - 14020519 -000744.JPG,240519.5156,3707012.996,1436.044,240519.0704,3707013.397,1430.880439
TIN - KhorramAbad - 14020519 -000745.JPG,240520.0695,3707032.915,1436.044,240519.5615,3707029.855,1430.904432
TIN - KhorramAbad - 14020519 -000746.JPG,240520.4757,3707046.48,1435.944,240520.1189,3707047.104,1430.957346
TIN - KhorramAbad - 14020519 -000747.JPG,240520.9894,3707066.73,1436.044,240520.4994,3707063.802,1430.846178
TIN - KhorramAbad - 14020519 -000748.JPG,240521.6125,3707080.191,1435.844,240521.2464,3707080.674,1430.909472
TIN - KhorramAbad - 14020519 -000749.JPG,240522.2829,3707100.023,1435.844,240521.7896,3707097.242,1431.160704
TIN - KhorramAbad - 14020519 -000750.JPG,240522.5371,3707113.506,1435.944,240522.0364,3707114.248,1431.295084
TIN - KhorramAbad - 14020519 -000751.JPG,240522.7218,3707127.481,1435.944,240522.3797,3707130.703,1431.206549
TIN - KhorramAbad - 14020519 -000752.JPG,240523.5263,3707147.782,1435.944,240523.124,3707147.922,1431.351963
TIN - KhorramAbad - 14020519 -000753.JPG,240524.1797,3707167.559,1435.744,240523.6577,3707164.616,1431.625834
TIN - KhorramAbad - 14020519 -000754.JPG,240524.5384,3707180.894,1435.844,240524.0761,3707181.583,1431.980245
TIN - KhorramAbad - 14020519 -000755.JPG,240524.7579,3707200.677,1436.044,240524.2273,3707198.152,1431.952051
TIN - KhorramAbad - 14020519 -000756.JPG,240525.6877,3707228.325,1435.944,240525.3035,3707231.892,1432.313551
TIN - KhorramAbad - 14020519 -000757.JPG,240526.2389,3707248.433,1435.744,240525.8263,3707248.696,1432.666266
TIN - KhorramAbad - 14020519 -000758.JPG,240526.311,3707261.584,1435.944,240525.8728,3707265.04,1432.718489
TIN - KhorramAbad - 14020519 -000759.JPG,240526.71,3707281.218,1436.044,240526.2722,3707281.512,1432.342674
TIN - KhorramAbad - 14020519 -000760.JPG,240527.1968,3707294.608,1436.144,240526.8914,3707298.598,1432.100911
TIN - KhorramAbad - 14020519 -000761.JPG,240527.6994,3707314.83,1436.244,240527.3201,3707315.439,1431.775597
TIN - KhorramAbad - 14020519 -000762.JPG,240528.1961,3707328.396,1436.244,240527.9443,3707332.667,1431.588951
TIN - KhorramAbad - 14020519 -000763.JPG,240528.7198,3707348.726,1436.144,240528.3061,3707349.445,1431.345151
TIN - KhorramAbad - 14020519 -000764.JPG,240528.9736,3707362.002,1436.244,240528.5511,3707366.098,1430.945694
TIN - KhorramAbad - 14020519 -000765.JPG,240529.788,3707382.768,1436.044,240529.4215,3707382.785,1430.677559
TIN - KhorramAbad - 14020519 -000766.JPG,240530.2451,3707396.11,1435.944,240529.8965,3707399.735,1430.645913
TIN - KhorramAbad - 14020519 -000767.JPG,240530.6499,3707417.88,1436.044,240530.1983,3707416.675,1430.577905
TIN - KhorramAbad - 14020519 -000768.JPG,240531.1193,3707431.971,1435.944,240530.7676,3707433.537,1430.673442
TIN - KhorramAbad - 14020519 -000769.JPG,240531.6565,3707451.939,1435.944,240531.1822,3707450.417,1430.642437
TIN - KhorramAbad - 14020519 -000770.JPG,240531.9589,3707465.291,1436.044,240531.5614,3707467.057,1430.606751
TIN - KhorramAbad - 14020519 -000771.JPG,240532.413,3707485.438,1436.044,240531.9188,3707483.785,1430.589296
TIN - KhorramAbad - 14020519 -000772.JPG,240532.7543,3707498.798,1436.044,240532.3846,3707500.498,1430.55841
TIN - KhorramAbad - 14020519 -000773.JPG,240533.3497,3707519.009,1436.044,240532.8511,3707517.54,1430.590411
TIN - KhorramAbad - 14020519 -000774.JPG,240533.7378,3707532.473,1436.044,240533.3123,3707534.066,1430.571562
TIN - KhorramAbad - 14020519 -000775.JPG,240534.1121,3707546.486,1436.044,240533.7606,3707551.214,1430.58145
TIN - KhorramAbad - 14020519 -000776.JPG,240534.7524,3707566.637,1435.944,240534.304,3707568.03,1430.613603
TIN - KhorramAbad - 14020519 -000777.JPG,240535.1232,3707580.132,1435.944,240534.7259,3707584.943,1430.655689
TIN - KhorramAbad - 14020519 -000778.JPG,240535.6913,3707600.288,1435.944,240535.2208,3707601.661,1430.727784
TIN - KhorramAbad - 14020519 -000779.JPG,240536.1887,3707613.687,1435.944,240535.8387,3707618.619,1430.919812
TIN - KhorramAbad - 14020519 -000780.JPG,240536.7,3707633.651,1435.944,240536.2015,3707635.323,1431.085013
TIN - KhorramAbad - 14020519 -000781.JPG,240537.2817,3707652.299,1435.844,240536.8354,3707652.333,1431.440795
TIN - KhorramAbad - 14020519 -000782.JPG,240536.5816,3707654.704,1435.844,240536.1942,3707654.086,1431.602803
TIN - KhorramAbad - 14020519 -000783.JPG,240506.6843,3707653.304,1435.844,240505.9006,3707651.159,1432.74178
TIN - KhorramAbad - 14020519 -000784.JPG,240507.1967,3707637.873,1435.944,240506.6538,3707635.577,1432.629042
TIN - KhorramAbad - 14020519 -000785.JPG,240507.1289,3707624.117,1436.044,240506.3958,3707617.895,1432.592035
TIN - KhorramAbad - 14020519 -000786.JPG,240506.2278,3707590.144,1435.944,240505.4882,3707584.066,1432.491766
TIN - KhorramAbad - 14020519 -000787.JPG,240505.5428,3707569.39,1436.044,240504.914,3707567.414,1432.441959
TIN - KhorramAbad - 14020519 -000788.JPG,240505.1081,3707555.924,1435.944,240504.4105,3707550.217,1432.414977
TIN - KhorramAbad - 14020519 -000789.JPG,240504.7082,3707535.2,1435.944,240504.1106,3707533.499,1432.509034
TIN - KhorramAbad - 14020519 -000790.JPG,240504.4195,3707521.974,1435.944,240503.7035,3707517.009,1432.611058
TIN - KhorramAbad - 14020519 -000791.JPG,240503.6494,3707501.996,1436.044,240503.0428,3707500.396,1432.482761
TIN - KhorramAbad - 14020519 -000792.JPG,240503.2897,3707488.528,1436.044,240502.6374,3707483.575,1432.370905
TIN - KhorramAbad - 14020519 -000793.JPG,240502.813,3707468.314,1436.044,240502.1913,3707466.541,1432.313493
TIN - KhorramAbad - 14020519 -000794.JPG,240502.5673,3707454.859,1436.044,240501.8615,3707449.728,1432.262762
TIN - KhorramAbad - 14020519 -000795.JPG,240502.0155,3707434.733,1436.044,240501.3427,3707432.723,1432.328293
TIN - KhorramAbad - 14020519 -000796.JPG,240501.4504,3707421.317,1436.044,240500.6611,3707416.247,1432.146872
TIN - KhorramAbad - 14020519 -000797.JPG,240501.043,3707401.182,1436.044,240500.3654,3707399.09,1432.169709
TIN - KhorramAbad - 14020519 -000798.JPG,240500.7044,3707387.923,1435.944,240499.957,3707382.396,1432.167712
TIN - KhorramAbad - 14020519 -000799.JPG,240500.1,3707367.956,1436.044,240499.4178,3707365.794,1432.069379
TIN - KhorramAbad - 14020519 -000800.JPG,240499.6413,3707354.556,1436.144,240498.8328,3707349.133,1431.836834
TIN - KhorramAbad - 14020519 -000801.JPG,240499.0857,3707334.48,1436.144,240498.4037,3707332.099,1431.59193
TIN - KhorramAbad - 14020519 -000802.JPG,240498.874,3707320.848,1436.044,240498.1418,3707315.302,1431.511032
TIN - KhorramAbad - 14020519 -000803.JPG,240498.3259,3707300.956,1436.044,240497.6579,3707298.606,1431.217488
TIN - KhorramAbad - 14020519 -000804.JPG,240498.0483,3707287.468,1436.044,240497.2328,3707281.845,1431.165599
TIN - KhorramAbad - 14020519 -000805.JPG,240497.5472,3707267.495,1436.044,240496.8609,3707264.979,1430.906859
TIN - KhorramAbad - 14020519 -000806.JPG,240497.3141,3707253.74,1435.844,240496.627,3707247.963,1431.193211
TIN - KhorramAbad - 14020519 -000807.JPG,240496.7846,3707233.771,1435.844,240496.0906,3707231.088,1431.332962
TIN - KhorramAbad - 14020519 -000808.JPG,240496.1053,3707220.337,1435.944,240495.3518,3707214.701,1431.288024
TIN - KhorramAbad - 14020519 -000809.JPG,240495.6509,3707200.276,1436.044,240494.9725,3707197.754,1431.175193
TIN - KhorramAbad - 14020519 -000810.JPG,240495.2047,3707186.86,1436.144,240494.4191,3707180.85,1430.863017
TIN - KhorramAbad - 14020519 -000811.JPG,240494.5651,3707160.012,1436.144,240493.8028,3707151.96,1430.594494
TIN - KhorramAbad - 14020519 -000812.JPG,240494.4401,3707153.346,1436.044,240493.7268,3707146.835,1430.632488
TIN - KhorramAbad - 14020519 -000813.JPG,240493.827,3707133.247,1436.044,240493.1543,3707130.445,1430.505102
TIN - KhorramAbad - 14020519 -000814.JPG,240493.4583,3707119.733,1436.044,240492.6571,3707113.708,1430.373944
TIN - KhorramAbad - 14020519 -000815.JPG,240492.8554,3707099.532,1436.044,240492.1793,3707096.739,1430.369746
TIN - KhorramAbad - 14020519 -000816.JPG,240492.5607,3707086.177,1435.944,240491.8512,3707080.118,1430.41263
TIN - KhorramAbad - 14020519 -000817.JPG,240492.3533,3707066.27,1435.944,240491.6911,3707063.276,1430.451855
TIN - KhorramAbad - 14020519 -000818.JPG,240491.8094,3707052.872,1436.044,240491.0899,3707046.556,1430.428987
TIN - KhorramAbad - 14020519 -000819.JPG,240491.3909,3707032.703,1435.944,240490.7603,3707029.785,1430.632682
TIN - KhorramAbad - 14020519 -000820.JPG,240490.9715,3707019.323,1436.044,240490.2857,3707013.168,1430.606575
TIN - KhorramAbad - 14020519 -000821.JPG,240490.5719,3706999.187,1435.844,240489.9381,3706996.168,1430.877809
TIN - KhorramAbad - 14020519 -000822.JPG,240490.1517,3706985.678,1435.844,240489.419,3706979.322,1431.112759
TIN - KhorramAbad - 14020519 -000823.JPG,240489.5004,3706969.825,1435.744,240488.5806,3706966.249,1431.381023
TIN - KhorramAbad - 14020519 -000824.JPG,240458.652,3706979.736,1436.044,240458.0586,3706976.689,1431.787534
TIN - KhorramAbad - 14020519 -000825.JPG,240460.8714,3706993.653,1436.144,240460.4799,3706991.762,1431.298215
TIN - KhorramAbad - 14020519 -000826.JPG,240462.0215,3707006.816,1436.144,240461.8138,3707009.744,1431.123495
TIN - KhorramAbad - 14020519 -000827.JPG,240462.8323,3707027.539,1436.144,240462.4026,3707027.076,1431.109589
TIN - KhorramAbad - 14020519 -000828.JPG,240463.2213,3707040.944,1436.044,240462.8907,3707043.73,1431.003237
TIN - KhorramAbad - 14020519 -000829.JPG,240463.7862,3707060.977,1436.044,240463.3915,3707060.513,1431.007136
TIN - KhorramAbad - 14020519 -000830.JPG,240464.3042,3707074.468,1435.944,240464.0099,3707077.383,1431.073678
TIN - KhorramAbad - 14020519 -000831.JPG,240464.8712,3707094.581,1435.944,240464.4664,3707094.107,1431.115123
TIN - KhorramAbad - 14020519 -000832.JPG,240465.2466,3707107.959,1435.944,240464.9332,3707111.011,1431.132325
TIN - KhorramAbad - 14020519 -000833.JPG,240465.8288,3707128.062,1435.944,240465.3878,3707127.678,1431.178839
TIN - KhorramAbad - 14020519 -000834.JPG,240466.0936,3707141.458,1435.944,240465.7301,3707144.672,1431.141839
TIN - KhorramAbad - 14020519 -000835.JPG,240466.7128,3707161.588,1435.944,240466.3134,3707161.425,1431.238487
TIN - KhorramAbad - 14020519 -000836.JPG,240467.1814,3707175.068,1435.844,240466.9175,3707178.24,1431.548872
TIN - KhorramAbad - 14020519 -000837.JPG,240467.6707,3707194.693,1435.844,240467.2411,3707194.844,1431.705875
TIN - KhorramAbad - 14020519 -000838.JPG,240468.0477,3707208.129,1435.844,240467.7127,3707211.847,1432.058271
TIN - KhorramAbad - 14020519 -000839.JPG,240468.4879,3707228.236,1435.844,240468.0649,3707228.53,1432.218325
TIN - KhorramAbad - 14020519 -000840.JPG,240468.8494,3707241.769,1435.844,240468.5395,3707245.595,1432.509784
TIN - KhorramAbad - 14020519 -000841.JPG,240469.4169,3707261.804,1435.844,240469.0016,3707262.287,1432.69847
TIN - KhorramAbad - 14020519 -000842.JPG,240469.7294,3707275.147,1435.944,240469.4573,3707279.031,1432.830248
TIN - KhorramAbad - 14020519 -000843.JPG,240470.331,3707295.2,1435.844,240469.9529,3707295.903,1433.051317
TIN - KhorramAbad - 14020519 -000844.JPG,240470.6941,3707308.6,1435.844,240470.3427,3707312.625,1433.250007
TIN - KhorramAbad - 14020519 -000845.JPG,240471.068,3707328.644,1435.944,240470.6969,3707329.375,1433.361218
TIN - KhorramAbad - 14020519 -000846.JPG,240471.4921,3707342.674,1435.944,240471.2512,3707346.09,1433.470134
TIN - KhorramAbad - 14020519 -000847.JPG,240472.0706,3707362.929,1435.944,240471.6688,3707363.001,1433.605839
TIN - KhorramAbad - 14020519 -000848.JPG,240472.3091,3707376.304,1435.944,240472.0014,3707379.907,1433.492046
TIN - KhorramAbad - 14020519 -000849.JPG,240472.8316,3707397.069,1436.044,240472.4868,3707396.591,1433.175227
TIN - KhorramAbad - 14020519 -000850.JPG,240473.409,3707410.463,1436.044,240473.1622,3707413.316,1433.043135
TIN - KhorramAbad - 14020519 -000851.JPG,240473.9114,3707430.574,1436.144,240473.551,3707430.3,1432.775171
TIN - KhorramAbad - 14020519 -000852.JPG,240474.3628,3707444.659,1436.144,240473.9895,3707446.995,1432.720814
TIN - KhorramAbad - 14020519 -000853.JPG,240475.0239,3707464.619,1436.044,240474.6749,3707463.608,1432.484566
TIN - KhorramAbad - 14020519 -000854.JPG,240475.2451,3707478.602,1436.144,240474.9812,3707480.423,1432.269102
TIN - KhorramAbad - 14020519 -000855.JPG,240475.5609,3707492.068,1436.044,240475.2489,3707497.193,1432.012381
TIN - KhorramAbad - 14020519 -000856.JPG,240476.0092,3707512.378,1436.044,240475.8018,3707514.095,1431.840334
TIN - KhorramAbad - 14020519 -000857.JPG,240476.7056,3707532.401,1436.044,240476.3453,3707531.008,1431.788649
TIN - KhorramAbad - 14020519 -000858.JPG,240476.8866,3707545.849,1436.044,240476.5869,3707547.805,1431.652464
TIN - KhorramAbad - 14020519 -000859.JPG,240477.2643,3707559.31,1436.044,240477.1407,3707564.594,1431.604307
TIN - KhorramAbad - 14020519 -000860.JPG,240477.9732,3707580.181,1435.944,240477.7015,3707581.508,1431.6907
TIN - KhorramAbad - 14020519 -000861.JPG,240478.2949,3707593.483,1435.944,240478.2288,3707598.196,1431.701801
TIN - KhorramAbad - 14020519 -000862.JPG,240479.0459,3707613.711,1435.844,240478.8271,3707615.227,1432.012726
TIN - KhorramAbad - 14020519 -000863.JPG,240479.4075,3707626.762,1435.844,240479.2993,3707632.041,1432.205549
