#Label,X/Easting,Y/Northing,Z/Altitude,X_est,Y_est,Z_est
TIN - KhorramAbad - 14020519 -000902.JPG,240459.5365,3707527.356,1436.113,240461.5588,3707525.372,1432.226958
TIN - KhorramAbad - 14020519 -000903.JPG,240459.8945,3707538.835,1436.113,240462.0062,3707539.567,1432.248073
TIN - KhorramAbad - 14020519 -000904.JPG,240460.2891,3707556.094,1436.213,240462.3018,3707554.194,1432.222725
TIN - KhorramAbad - 14020519 -000905.JPG,240460.9695,3707584.835,1436.213,240462.9341,3707583.008,1432.36291
TIN - KhorramAbad - 14020519 -000906.JPG,240461.8262,3707613.598,1436.113,240463.8228,3707611.778,1432.248926
TIN - KhorramAbad - 14020519 -000907.JPG,240462.1856,3707624.938,1436.213,240464.2659,3707626.01,1432.199746
TIN - KhorramAbad - 14020519 -000908.JPG,240462.5442,3707642.294,1436.213,240464.5547,3707640.444,1432.111335
TIN - KhorramAbad - 14020519 -000909.JPG,240432.6553,3707648.892,1436.213,240433.9425,3707645.787,1432.28921
TIN - KhorramAbad - 14020519 -000910.JPG,240432.8466,3707637.472,1436.313,240435.0176,3707633.245,1432.096446
TIN - KhorramAbad - 14020519 -000911.JPG,240433.1433,3707619.787,1436.313,240435.172,3707617.959,1431.86911
TIN - KhorramAbad - 14020519 -000912.JPG,240432.3681,3707590.599,1436.213,240434.432,3707588.683,1431.529539
TIN - KhorramAbad - 14020519 -000913.JPG,240432.2037,3707579.115,1436.113,240434.1647,3707574.662,1431.321234
TIN - KhorramAbad - 14020519 -000914.JPG,240431.7751,3707562.039,1436.113,240433.8241,3707560.205,1431.268473
TIN - KhorramAbad - 14020519 -000915.JPG,240431.6182,3707550.351,1436.113,240433.6023,3707545.729,1431.280007
TIN - KhorramAbad - 14020519 -000916.JPG,240431.0227,3707533.313,1436.113,240433.0982,3707531.561,1431.176072
TIN - KhorramAbad - 14020519 -000917.JPG,240430.6629,3707521.96,1436.113,240432.6956,3707517.189,1431.143636
TIN - KhorramAbad - 14020519 -000918.JPG,240430.2327,3707504.727,1436.213,240432.2966,3707502.621,1431.14595
TIN - KhorramAbad - 14020519 -000919.JPG,240429.8636,3707493.22,1436.213,240431.8942,3707488.231,1431.082501
TIN - KhorramAbad - 14020519 -000920.JPG,240429.3773,3707475.917,1436.213,240431.4977,3707473.889,1431.016885
TIN - KhorramAbad - 14020519 -000921.JPG,240429.0933,3707464.501,1436.213,240431.0729,3707459.719,1430.882923
TIN - KhorramAbad - 14020519 -000922.JPG,240428.5848,3707447.334,1436.213,240430.6511,3707445.332,1430.850772
TIN - KhorramAbad - 14020519 -000923.JPG,240428.2996,3707435.776,1436.213,240430.2633,3707430.597,1430.864752
TIN - KhorramAbad - 14020519 -000924.JPG,240427.8265,3707418.581,1436.313,240429.8321,3707416.426,1430.845957
TIN - KhorramAbad - 14020519 -000925.JPG,240427.5099,3707407.008,1436.313,240429.4169,3707401.812,1430.872741
TIN - KhorramAbad - 14020519 -000926.JPG,240427.2812,3707395.436,1436.313,240429.1406,3707387.701,1430.901248
TIN - KhorramAbad - 14020519 -000927.JPG,240426.878,3707378.15,1436.213,240428.7399,3707373.102,1430.975274
TIN - KhorramAbad - 14020519 -000928.JPG,240426.578,3707366.043,1436.213,240428.3509,3707358.744,1431.061241
TIN - KhorramAbad - 14020519 -000929.JPG,240426.0992,3707348.826,1436.213,240427.8973,3707344.257,1431.167716
TIN - KhorramAbad - 14020519 -000930.JPG,240425.7147,3707337.419,1436.313,240427.4009,3707329.963,1431.150113
TIN - KhorramAbad - 14020519 -000931.JPG,240425.1564,3707320.226,1436.313,240426.9208,3707315.718,1431.093249
TIN - KhorramAbad - 14020519 -000932.JPG,240424.8594,3707308.711,1436.313,240426.5456,3707301.383,1431.014539
TIN - KhorramAbad - 14020519 -000933.JPG,240424.4523,3707291.471,1436.313,240426.1659,3707286.803,1430.956233
TIN - KhorramAbad - 14020519 -000934.JPG,240424.1854,3707279.921,1436.313,240425.8773,3707272.298,1430.943609
TIN - KhorramAbad - 14020519 -000935.JPG,240423.9033,3707261.947,1436.113,240425.5756,3707257.66,1431.047928
TIN - KhorramAbad - 14020519 -000936.JPG,240423.4474,3707250.575,1436.213,240424.9924,3707243.504,1431.023389
TIN - KhorramAbad - 14020519 -000937.JPG,240422.5525,3707221.835,1436.313,240424.0657,3707214.681,1431.01559
TIN - KhorramAbad - 14020519 -000938.JPG,240422.0026,3707204.762,1436.413,240423.6102,3707200.609,1430.888168
TIN - KhorramAbad - 14020519 -000939.JPG,240421.8489,3707193.385,1436.413,240423.2529,3707186.269,1430.699134
TIN - KhorramAbad - 14020519 -000940.JPG,240421.3704,3707176.372,1436.313,240422.9386,3707171.768,1430.530916
TIN - KhorramAbad - 14020519 -000941.JPG,240421.1857,3707164.802,1436.213,240422.6768,3707157.265,1430.505336
TIN - KhorramAbad - 14020519 -000942.JPG,240420.7721,3707147.225,1436.113,240422.2937,3707142.619,1430.654156
TIN - KhorramAbad - 14020519 -000943.JPG,240420.6135,3707135.568,1436.113,240422.0352,3707128.291,1430.880039
TIN - KhorramAbad - 14020519 -000944.JPG,240420.1358,3707118.49,1436.113,240421.6076,3707113.972,1431.22168
TIN - KhorramAbad - 14020519 -000945.JPG,240419.5854,3707107.254,1436.213,240420.9408,3707099.81,1431.333436
TIN - KhorramAbad - 14020519 -000946.JPG,240418.9242,3707090.076,1436.313,240420.347,3707085.517,1431.181911
TIN - KhorramAbad - 14020519 -000947.JPG,240418.5048,3707078.716,1436.313,240419.8609,3707071.155,1431.069816
TIN - KhorramAbad - 14020519 -000948.JPG,240418.1981,3707060.791,1436.313,240419.6011,3707056.539,1431.0109
TIN - KhorramAbad - 14020519 -000949.JPG,240417.9957,3707049.33,1436.313,240419.2703,3707042.22,1430.903243
TIN - KhorramAbad - 14020519 -000950.JPG,240417.4775,3707032.089,1436.313,240418.8143,3707027.706,1430.801525
TIN - KhorramAbad - 14020519 -000951.JPG,240417.104,3707020.706,1436.313,240418.3445,3707013.645,1430.669177
TIN - KhorramAbad - 14020519 -000952.JPG,240416.7196,3707003.348,1436.313,240418.0461,3706999.145,1430.578778
TIN - KhorramAbad - 14020519 -000953.JPG,240416.1421,3706988.801,1436.213,240417.3306,3706984.827,1430.464015
TIN - KhorramAbad - 14020519 -000954.JPG,240386.5155,3706998.79,1436.113,240387.7476,3706996.398,1431.238906
TIN - KhorramAbad - 14020519 -000955.JPG,240387.5602,3707007.456,1436.313,240389.3887,3707008.233,1431.036709
TIN - KhorramAbad - 14020519 -000956.JPG,240388.8699,3707024.821,1436.313,240390.2521,3707023.398,1431.048232
TIN - KhorramAbad - 14020519 -000957.JPG,240389.195,3707036.516,1436.213,240390.6808,3707038.108,1431.047984
TIN - KhorramAbad - 14020519 -000958.JPG,240389.9312,3707065.119,1436.213,240391.3241,3707066.59,1431.120052
TIN - KhorramAbad - 14020519 -000959.JPG,240390.4261,3707082.262,1436.213,240391.7071,3707081.076,1431.193746
TIN - KhorramAbad - 14020519 -000960.JPG,240390.7053,3707093.786,1436.313,240392.0831,3707095.521,1431.207585
TIN - KhorramAbad - 14020519 -000961.JPG,240391.2452,3707111.063,1436.213,240392.4717,3707109.844,1431.27876
TIN - KhorramAbad - 14020519 -000962.JPG,240391.4779,3707122.496,1436.213,240392.7572,3707124.189,1431.305853
TIN - KhorramAbad - 14020519 -000963.JPG,240391.915,3707139.791,1436.213,240393.1414,3707138.621,1431.382235
TIN - KhorramAbad - 14020519 -000964.JPG,240392.2606,3707151.48,1436.113,240393.6128,3707153.439,1431.588304
TIN - KhorramAbad - 14020519 -000965.JPG,240392.8883,3707168.758,1436.013,240394.1002,3707167.804,1431.98156
TIN - KhorramAbad - 14020519 -000966.JPG,240393.1071,3707180.151,1436.013,240394.3289,3707181.946,1432.180158
TIN - KhorramAbad - 14020519 -000967.JPG,240393.4214,3707197.301,1436.213,240394.5988,3707196.2,1432.364955
TIN - KhorramAbad - 14020519 -000968.JPG,240393.627,3707208.973,1436.213,240394.7785,3707210.951,1432.372117
TIN - KhorramAbad - 14020519 -000969.JPG,240394.0433,3707226.17,1436.213,240395.2259,3707225.422,1432.259555
TIN - KhorramAbad - 14020519 -000970.JPG,240394.5743,3707237.641,1436.213,240395.7712,3707239.603,1432.30427
TIN - KhorramAbad - 14020519 -000971.JPG,240394.7683,3707254.835,1436.313,240395.9043,3707253.966,1431.949055
TIN - KhorramAbad - 14020519 -000972.JPG,240395.0943,3707266.277,1436.413,240396.3057,3707268.194,1431.694485
TIN - KhorramAbad - 14020519 -000973.JPG,240395.7491,3707283.406,1436.313,240396.8809,3707282.628,1431.47746
TIN - KhorramAbad - 14020519 -000974.JPG,240396.0246,3707294.699,1436.313,240397.2155,3707296.821,1431.210656
TIN - KhorramAbad - 14020519 -000975.JPG,240396.5016,3707311.654,1436.313,240397.6393,3707311.261,1430.977052
TIN - KhorramAbad - 14020519 -000976.JPG,240396.8877,3707323.021,1436.313,240398.1194,3707325.729,1430.806086
TIN - KhorramAbad - 14020519 -000977.JPG,240397.3775,3707340.355,1436.213,240398.4925,3707340.21,1430.716277
TIN - KhorramAbad - 14020519 -000978.JPG,240398.1964,3707369.246,1436.213,240399.323,3707369.344,1430.755133
TIN - KhorramAbad - 14020519 -000979.JPG,240398.5364,3707380.725,1436.213,240399.73,3707383.696,1430.799085
TIN - KhorramAbad - 14020519 -000980.JPG,240398.9857,3707397.995,1436.113,240400.0769,3707398.317,1430.844986
TIN - KhorramAbad - 14020519 -000981.JPG,240399.2975,3707409.485,1436.113,240400.4582,3707412.614,1430.961404
TIN - KhorramAbad - 14020519 -000982.JPG,240399.7782,3707426.865,1436.113,240400.8786,3707427.078,1431.06771
TIN - KhorramAbad - 14020519 -000983.JPG,240400.0628,3707438.494,1436.113,240401.2489,3707441.591,1431.091288
TIN - KhorramAbad - 14020519 -000984.JPG,240400.4701,3707455.451,1436.213,240401.5595,3707455.536,1431.115821
TIN - KhorramAbad - 14020519 -000985.JPG,240400.7731,3707466.904,1436.213,240401.9255,3707470.059,1431.172667
TIN - KhorramAbad - 14020519 -000986.JPG,240401.2678,3707484.225,1436.213,240402.348,3707484.525,1431.202079
TIN - KhorramAbad - 14020519 -000987.JPG,240401.5643,3707495.724,1436.213,240402.7519,3707499.03,1431.219745
TIN - KhorramAbad - 14020519 -000988.JPG,240402.1932,3707524.37,1436.213,240403.2622,3707523.67,1431.140201
TIN - KhorramAbad - 14020519 -000989.JPG,240402.1932,3707524.37,1436.213,240403.4143,3707528.004,1431.146623
TIN - KhorramAbad - 14020519 -000990.JPG,240402.7687,3707541.717,1436.213,240403.8599,3707542.071,1431.137191
TIN - KhorramAbad - 14020519 -000991.JPG,240403.1115,3707553.206,1436.213,240404.3053,3707556.483,1431.14622
TIN - KhorramAbad - 14020519 -000992.JPG,240403.7085,3707570.586,1436.113,240404.7778,3707570.91,1431.252606
TIN - KhorramAbad - 14020519 -000993.JPG,240403.9479,3707582.17,1436.113,240404.9501,3707585.646,1431.289952
TIN - KhorramAbad - 14020519 -000994.JPG,240404.168,3707600.137,1436.113,240405.2265,3707600.054,1431.390002
TIN - KhorramAbad - 14020519 -000995.JPG,240404.3856,3707611.582,1436.113,240405.4602,3707614.431,1431.260475
TIN - KhorramAbad - 14020519 -000996.JPG,240404.7861,3707628.669,1436.213,240405.8339,3707628.548,1431.147509
TIN - KhorramAbad - 14020519 -000997.JPG,240405.2159,3707640.032,1436.313,240406.4225,3707642.984,1431.055109
TIN - KhorramAbad - 14020519 -000998.JPG,240404.7231,3707647.544,1436.213,240405.9451,3707646.58,1430.97329
TIN - KhorramAbad - 14020519 -000999.JPG,240375.115,3707641.055,1436.213,240376.0627,3707640.357,1431.263906
TIN - KhorramAbad - 14020519 -001000.JPG,240375.7128,3707631.684,1436.313,240376.7728,3707627.696,1431.024568
TIN - KhorramAbad - 14020519 -001001.JPG,240375.8944,3707613.953,1436.313,240376.8221,3707612.378,1430.991312
TIN - KhorramAbad - 14020519 -001002.JPG,240375.5965,3707602.404,1436.213,240376.4125,3707598.175,1430.861899
TIN - KhorramAbad - 14020519 -001003.JPG,240375.028,3707585.319,1436.213,240375.9226,3707583.818,1430.677514
TIN - KhorramAbad - 14020519 -001004.JPG,240374.682,3707574,1436.313,240375.5896,3707569.612,1430.496263
TIN - KhorramAbad - 14020519 -001005.JPG,240374.3796,3707556.717,1436.213,240375.2902,3707555.07,1430.369513
TIN - KhorramAbad - 14020519 -001006.JPG,240374.0783,3707545.141,1436.113,240374.9122,3707540.826,1430.350511
TIN - KhorramAbad - 14020519 -001007.JPG,240373.8446,3707527.726,1436.113,240374.7627,3707526.15,1430.553972
TIN - KhorramAbad - 14020519 -001008.JPG,240373.4594,3707516.39,1436.113,240374.2741,3707511.916,1430.682118
TIN - KhorramAbad - 14020519 -001009.JPG,240372.745,3707499.259,1436.213,240373.661,3707497.742,1430.634602
TIN - KhorramAbad - 14020519 -001010.JPG,240372.1182,3707470.502,1436.213,240373.0231,3707468.907,1430.607666
TIN - KhorramAbad - 14020519 -001011.JPG,240371.3368,3707441.759,1436.213,240372.2513,3707440.093,1430.55364
TIN - KhorramAbad - 14020519 -001012.JPG,240370.9715,3707430.206,1436.213,240371.7848,3707425.734,1430.447965
TIN - KhorramAbad - 14020519 -001013.JPG,240370.4481,3707412.969,1436.213,240371.3572,3707411.323,1430.360692
TIN - KhorramAbad - 14020519 -001014.JPG,240370.2936,3707401.373,1436.213,240371.1371,3707396.739,1430.395664
TIN - KhorramAbad - 14020519 -001015.JPG,240369.8631,3707384.133,1436.113,240370.7904,3707382.437,1430.369647
TIN - KhorramAbad - 14020519 -001016.JPG,240369.5333,3707372.647,1436.113,240370.3604,3707368.122,1430.406257
TIN - KhorramAbad - 14020519 -001017.JPG,240369.0517,3707354.851,1436.113,240369.9922,3707353.542,1430.494106
TIN - KhorramAbad - 14020519 -001018.JPG,240368.6734,3707343.388,1436.213,240369.5197,3707339.302,1430.534261
TIN - KhorramAbad - 14020519 -001019.JPG,240368.0661,3707326.396,1436.213,240369.0007,3707324.996,1430.316439
TIN - KhorramAbad - 14020519 -001020.JPG,240367.8289,3707314.896,1436.313,240368.7146,3707310.694,1430.187178
TIN - KhorramAbad - 14020519 -001021.JPG,240367.5833,3707303.466,1436.213,240368.3458,3707296.375,1430.073616
TIN - KhorramAbad - 14020519 -001022.JPG,240367.0209,3707286.125,1436.313,240367.8786,3707281.823,1429.918141
TIN - KhorramAbad - 14020519 -001023.JPG,240366.3038,3707257.371,1436.213,240367.1465,3707252.935,1429.909909
TIN - KhorramAbad - 14020519 -001024.JPG,240365.2337,3707228.561,1436.313,240366.1318,3707224.25,1429.481197
TIN - KhorramAbad - 14020519 -001025.JPG,240365.0384,3707217.367,1436.313,240365.9227,3707210.089,1429.184437
TIN - KhorramAbad - 14020519 -001026.JPG,240364.7176,3707188.457,1436.113,240365.6647,3707184.796,1429.122946
TIN - KhorramAbad - 14020519 -001027.JPG,240364.5798,3707182.568,1436.013,240365.5629,3707180.646,1429.163964
TIN - KhorramAbad - 14020519 -001028.JPG,240364.0698,3707171.205,1436.113,240364.8776,3707166.352,1429.247059
TIN - KhorramAbad - 14020519 -001029.JPG,240363.4904,3707159.858,1436.213,240364.3059,3707152.273,1429.017697
TIN - KhorramAbad - 14020519 -001030.JPG,240363.0833,3707142.426,1436.313,240363.9727,3707137.764,1428.835354
TIN - KhorramAbad - 14020519 -001031.JPG,240362.767,3707131.06,1436.313,240363.6211,3707123.328,1428.527561
TIN - KhorramAbad - 14020519 -001032.JPG,240362.608,3707113.727,1436.213,240363.5567,3707108.8,1428.503479
TIN - KhorramAbad - 14020519 -001033.JPG,240362.3958,3707102.099,1436.213,240363.1619,3707094.276,1428.482581
TIN - KhorramAbad - 14020519 -001034.JPG,240361.7429,3707084.853,1436.213,240362.6608,3707079.991,1428.435712
TIN - KhorramAbad - 14020519 -001035.JPG,240361.1039,3707056.022,1436.013,240362.1086,3707051.069,1428.716681
TIN - KhorramAbad - 14020519 -001036.JPG,240360.2991,3707027.563,1436.113,240361.2385,3707022.491,1429.095589
TIN - KhorramAbad - 14020519 -001037.JPG,240359.9528,3707016.037,1436.013,240360.9447,3707008.142,1429.298186
TIN - KhorramAbad - 14020519 -001038.JPG,240359.7936,3707005.706,1436.013,240360.3756,3707001.372,1429.446088
TIN - KhorramAbad - 14020519 -001039.JPG,240330.8979,3707024.987,1436.213,240332.325,3707025.003,1429.883996
TIN - KhorramAbad - 14020519 -001040.JPG,240332.0355,3707042.963,1436.113,240333.1249,3707040.3,1429.991713
TIN - KhorramAbad - 14020519 -001041.JPG,240332.3378,3707054.481,1436.113,240333.5012,3707054.835,1430.110963
TIN - KhorramAbad - 14020519 -001042.JPG,240332.8713,3707071.419,1436.113,240333.9325,3707068.851,1430.088798
TIN - KhorramAbad - 14020519 -001043.JPG,240333.1487,3707082.875,1436.213,240334.2624,3707083.091,1430.070799
TIN - KhorramAbad - 14020519 -001044.JPG,240333.4668,3707099.973,1436.213,240334.5282,3707097.494,1429.950769
TIN - KhorramAbad - 14020519 -001045.JPG,240333.7418,3707111.34,1436.313,240334.9324,3707111.778,1429.869914
TIN - KhorramAbad - 14020519 -001046.JPG,240334.6562,3707140.413,1436.213,240335.8084,3707140.89,1429.868552
TIN - KhorramAbad - 14020519 -001047.JPG,240335.5492,3707168.978,1436.113,240336.6494,3707169.421,1429.776051
TIN - KhorramAbad - 14020519 -001048.JPG,240335.7115,3707180.962,1436.213,240336.8481,3707183.818,1429.719518
TIN - KhorramAbad - 14020519 -001049.JPG,240335.9534,3707198.395,1436.213,240337.0792,3707198.395,1429.505469
TIN - KhorramAbad - 14020519 -001050.JPG,240336.3681,3707209.959,1436.213,240337.6635,3707213.034,1429.459458
TIN - KhorramAbad - 14020519 -001051.JPG,240337.1388,3707227.263,1436.113,240338.2032,3707227.353,1429.54426
TIN - KhorramAbad - 14020519 -001052.JPG,240337.3285,3707238.63,1436.213,240338.5266,3707241.743,1429.488925
TIN - KhorramAbad - 14020519 -001053.JPG,240337.8434,3707255.932,1436.213,240338.9688,3707256.18,1429.558422
TIN - KhorramAbad - 14020519 -001054.JPG,240338.3464,3707267.419,1436.113,240339.5593,3707270.774,1429.715518
TIN - KhorramAbad - 14020519 -001055.JPG,240338.8644,3707284.74,1436.013,240340.002,3707284.9,1429.902237
TIN - KhorramAbad - 14020519 -001056.JPG,240338.9981,3707296.333,1436.013,240340.2739,3707299.294,1430.114401
TIN - KhorramAbad - 14020519 -001057.JPG,240339.7529,3707313.425,1436.013,240340.866,3707313.717,1430.37895
TIN - KhorramAbad - 14020519 -001058.JPG,240340.3179,3707336.335,1435.913,240341.4533,3707338.538,1431.038998
TIN - KhorramAbad - 14020519 -001059.JPG,240340.4631,3707342.303,1435.913,240341.5513,3707342.892,1431.182072
TIN - KhorramAbad - 14020519 -001060.JPG,240340.7817,3707365.177,1436.113,240341.8882,3707367.321,1431.37597
TIN - KhorramAbad - 14020519 -001061.JPG,240340.8587,3707370.823,1436.113,240341.908,3707371.57,1431.335843
TIN - KhorramAbad - 14020519 -001062.JPG,240341.0127,3707382.11,1436.213,240342.1583,3707385.335,1431.193276
TIN - KhorramAbad - 14020519 -001063.JPG,240341.4031,3707399.49,1436.313,240342.4942,3707399.788,1430.977032
TIN - KhorramAbad - 14020519 -001064.JPG,240341.8081,3707410.983,1436.213,240342.9868,3707414.276,1430.81612
TIN - KhorramAbad - 14020519 -001065.JPG,240342.3721,3707428.287,1436.213,240343.4731,3707428.577,1430.768216
TIN - KhorramAbad - 14020519 -001066.JPG,240342.736,3707439.787,1436.213,240343.8506,3707443.123,1430.622151
TIN - KhorramAbad - 14020519 -001067.JPG,240343.0403,3707457.043,1436.213,240344.0708,3707457.46,1430.539116
TIN - KhorramAbad - 14020519 -001068.JPG,240343.1088,3707468.419,1436.313,240344.2665,3707471.794,1430.270584
TIN - KhorramAbad - 14020519 -001069.JPG,240343.5173,3707485.224,1436.313,240344.6481,3707486.056,1429.9037
TIN - KhorramAbad - 14020519 -001070.JPG,240343.8332,3707496.479,1436.413,240345.2485,3707500.664,1429.534244
TIN - KhorramAbad - 14020519 -001071.JPG,240344.6529,3707513.968,1436.213,240345.7642,3707515.141,1429.39186
TIN - KhorramAbad - 14020519 -001072.JPG,240345.2146,3707531.281,1436.213,240346.2394,3707529.789,1429.315524
TIN - KhorramAbad - 14020519 -001073.JPG,240345.805,3707542.942,1436.013,240346.9474,3707544.055,1429.518027
TIN - KhorramAbad - 14020519 -001074.JPG,240345.9362,3707554.822,1436.113,240347.0405,3707558.405,1429.518472
TIN - KhorramAbad - 14020519 -001075.JPG,240346.2584,3707571.975,1436.213,240347.3596,3707572.655,1429.513677
TIN - KhorramAbad - 14020519 -001076.JPG,240346.6351,3707583.568,1436.213,240347.8299,3707587.317,1429.483077
TIN - KhorramAbad - 14020519 -001077.JPG,240346.976,3707601.22,1436.213,240348.0409,3707601.427,1429.279607
TIN - KhorramAbad - 14020519 -001078.JPG,240347.211,3707612.733,1436.213,240348.3744,3707615.854,1429.070701
TIN - KhorramAbad - 14020519 -001079.JPG,240347.8056,3707630.018,1436.313,240348.8881,3707630.26,1428.830708
TIN - KhorramAbad - 14020519 -001080.JPG,240348.1865,3707640.232,1436.213,240348.8068,3707640.962,1428.728921
TIN - KhorramAbad - 14020519 -001081.JPG,240317.8658,3707637.317,1436.013,240317.8899,3707635.386,1429.619126
TIN - KhorramAbad - 14020519 -001082.JPG,240317.6425,3707623.747,1436.413,240318.6812,3707622.693,1429.250875
TIN - KhorramAbad - 14020519 -001083.JPG,240318.1873,3707613.271,1436.313,240319.2374,3707607.327,1428.893715
TIN - KhorramAbad - 14020519 -001084.JPG,240318.0451,3707595.992,1436.313,240319.0172,3707592.479,1428.732105
TIN - KhorramAbad - 14020519 -001085.JPG,240317.8229,3707578.624,1436.213,240318.8243,3707578.029,1428.712455
TIN - KhorramAbad - 14020519 -001086.JPG,240317.6106,3707567.091,1436.113,240318.5301,3707563.615,1428.736022
TIN - KhorramAbad - 14020519 -001087.JPG,240317.2772,3707555.572,1436.113,240318.136,3707549.288,1428.818712
TIN - KhorramAbad - 14020519 -001088.JPG,240316.8494,3707538.242,1436.113,240317.7738,3707534.833,1428.87259
TIN - KhorramAbad - 14020519 -001089.JPG,240316.4111,3707526.762,1436.113,240317.2012,3707520.498,1428.82411
TIN - KhorramAbad - 14020519 -001090.JPG,240315.9432,3707509.481,1436.113,240316.9065,3707505.87,1428.899294
TIN - KhorramAbad - 14020519 -001091.JPG,240315.8198,3707497.989,1436.113,240316.7412,3707491.525,1429.053303
TIN - KhorramAbad - 14020519 -001092.JPG,240315.4424,3707480.612,1436.013,240316.3672,3707476.902,1429.250664
TIN - KhorramAbad - 14020519 -001093.JPG,240315.1391,3707469.058,1436.013,240316.0421,3707462.52,1429.491856
TIN - KhorramAbad - 14020519 -001094.JPG,240314.6038,3707451.864,1436.013,240315.52,3707448.282,1429.735969
TIN - KhorramAbad - 14020519 -001095.JPG,240314.2094,3707440.574,1436.013,240315.0447,3707433.89,1429.933082
TIN - KhorramAbad - 14020519 -001096.JPG,240313.6386,3707423.307,1436.013,240314.5114,3707419.423,1430.013454
TIN - KhorramAbad - 14020519 -001097.JPG,240313.131,3707411.749,1436.113,240314.0288,3707404.9,1430.024689
TIN - KhorramAbad - 14020519 -001098.JPG,240312.7351,3707394.647,1436.213,240313.6829,3707390.763,1429.946992
TIN - KhorramAbad - 14020519 -001099.JPG,240312.4744,3707383.329,1436.213,240313.3121,3707376.703,1429.889349
TIN - KhorramAbad - 14020519 -001100.JPG,240311.9042,3707365.895,1436.313,240312.8622,3707362.079,1429.697984
TIN - KhorramAbad - 14020519 -001101.JPG,240311.6829,3707354.413,1436.313,240312.6104,3707347.662,1429.592944
TIN - KhorramAbad - 14020519 -001102.JPG,240311.3409,3707336.526,1436.213,240312.3193,3707333.166,1429.519838
TIN - KhorramAbad - 14020519 -001103.JPG,240311.052,3707325.03,1436.213,240311.9053,3707318.851,1429.472784
TIN - KhorramAbad - 14020519 -001104.JPG,240310.509,3707307.836,1436.213,240311.4947,3707304.62,1429.466614
TIN - KhorramAbad - 14020519 -001105.JPG,240310.2902,3707296.252,1436.213,240311.1796,3707290.158,1429.369356
TIN - KhorramAbad - 14020519 -001106.JPG,240309.7691,3707278.626,1436.213,240310.7695,3707275.834,1429.27208
TIN - KhorramAbad - 14020519 -001107.JPG,240309.5293,3707267.03,1436.213,240310.4694,3707261.179,1429.313958
TIN - KhorramAbad - 14020519 -001108.JPG,240309.0997,3707249.731,1436.113,240310.1187,3707246.716,1429.298582
TIN - KhorramAbad - 14020519 -001109.JPG,240308.8805,3707238.134,1436.113,240309.8521,3707232.378,1429.394536
TIN - KhorramAbad - 14020519 -001110.JPG,240307.9472,3707209.512,1436.213,240308.9042,3707203.683,1429.42362
TIN - KhorramAbad - 14020519 -001111.JPG,240307.3796,3707192.27,1436.213,240308.4279,3707189.122,1429.358811
TIN - KhorramAbad - 14020519 -001112.JPG,240307.0441,3707180.769,1436.213,240307.9948,3707174.601,1429.309024
TIN - KhorramAbad - 14020519 -001113.JPG,240306.6744,3707163.484,1436.113,240307.756,3707160.435,1429.323514
TIN - KhorramAbad - 14020519 -001114.JPG,240306.4662,3707151.912,1436.213,240307.4679,3707145.755,1429.298559
TIN - KhorramAbad - 14020519 -001115.JPG,240306.0152,3707134.201,1436.113,240307.1036,3707131.531,1429.344343
TIN - KhorramAbad - 14020519 -001116.JPG,240305.6993,3707122.754,1436.013,240306.7241,3707117.175,1429.616533
TIN - KhorramAbad - 14020519 -001117.JPG,240305.1622,3707105.49,1436.013,240306.2599,3707102.806,1429.922003
TIN - KhorramAbad - 14020519 -001118.JPG,240304.5657,3707094.085,1436.113,240305.5578,3707088.526,1429.799774
TIN - KhorramAbad - 14020519 -001119.JPG,240304.2387,3707076.947,1436.113,240305.3785,3707074.083,1429.78567
TIN - KhorramAbad - 14020519 -001120.JPG,240304.1012,3707065.407,1436.113,240305.1289,3707059.652,1429.876387
TIN - KhorramAbad - 14020519 -001121.JPG,240303.6581,3707047.893,1436.113,240304.7672,3707044.906,1429.870443
TIN - KhorramAbad - 14020519 -001122.JPG,240303.6344,3707036.837,1436.113,240304.6398,3707030.981,1429.957143
TIN - KhorramAbad - 14020519 -001123.JPG,240303.015,3707021.221,1436.013,240303.6577,3707017.18,1430.21775
TIN - KhorramAbad - 14020519 -001124.JPG,240273.3311,3707029.17,1436.313,240273.5392,3707028.229,1430.179426
TIN - KhorramAbad - 14020519 -001125.JPG,240273.7873,3707040.162,1436.413,240275.3972,3707040.51,1429.719474
TIN - KhorramAbad - 14020519 -001126.JPG,240275.0971,3707057.52,1436.313,240276.302,3707055.919,1429.517759
TIN - KhorramAbad - 14020519 -001127.JPG,240275.5037,3707069.168,1436.213,240276.7589,3707070.569,1429.468487
TIN - KhorramAbad - 14020519 -001128.JPG,240275.9067,3707097.669,1436.313,240277.3277,3707099.134,1428.986563
TIN - KhorramAbad - 14020519 -001129.JPG,240277.073,3707126.59,1436.113,240278.3229,3707127.873,1429.073281
TIN - KhorramAbad - 14020519 -001130.JPG,240278.0853,3707155.355,1435.913,240279.4024,3707156.771,1429.562321
TIN - KhorramAbad - 14020519 -001131.JPG,240278.7542,3707184.037,1435.913,240280.0862,3707185.281,1430.169702
TIN - KhorramAbad - 14020519 -001132.JPG,240279.3025,3707201.042,1436.013,240280.6043,3707199.645,1430.394376
TIN - KhorramAbad - 14020519 -001133.JPG,240279.5841,3707212.462,1436.113,240280.9278,3707213.9,1430.45776
TIN - KhorramAbad - 14020519 -001134.JPG,240280.4037,3707241.46,1436.113,240281.6686,3707239.192,1430.786826
